id,creatorId,title,content,type,category,thumbnail,mediaUrl,isLocked,isPremium,price,currency,likesCount,commentsCount,viewsCount,createdAt,updatedAt,mediaUrl_backup,thumbnail_backup,imageAspectRatio,isSellable,minSubscriptionTier
cmc9i1nhd002zqocfojenj0ha,cmc9eu0jw000eqotgc10mc8vb,Rich 💰 ,hunny….,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770184_3077.webp,/media/posts/post_lifestyle_1752770181_5596.webp,t,f,,SOL,2,0,0,2025-06-23 19:38:23.905,2025-07-18 03:50:12.301,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/14bd65e696b986aae7cb7fcb6da0030b.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_14bd65e696b986aae7cb7fcb6da0030b.webp,,f,
cmc9el16b0001qotgvuw7m5xw,cmc7fprv700k7qoqgva07ta39,My new love,Его зовут Киркен) моя новая любовь ❤️,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770235_5986.webp,/media/posts/post_lifestyle_1752770132_2523.webp,t,f,,SOL,6,0,0,2025-06-23 18:01:29.652,2025-07-18 03:50:12.327,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/0eb14718d27add5271f17fbe5e3994a2.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_0eb14718d27add5271f17fbe5e3994a2.webp,,f,
cmc99lvab0009qo9e848htll8,cmbvtqy84000gqowpvlo2r5tp,1979 Alfa Romeo Alfetta Sport Sedan DTM Concept Restomod,Alfa Passione. Sempre Corre!,image,Tech,/media/thumbposts/thumb_tech_1752770063_8107.webp,/media/posts/post_tech_1752770019_9347.webp,f,f,,SOL,2,0,0,2025-06-23 15:42:10.595,2025-07-18 03:50:12.573,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/4392c44d248c4ce371f4ea6b457f8b83.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_4392c44d248c4ce371f4ea6b457f8b83.webp,,f,
cmc9rhwsv003eqosu3rfw1bqh,cmc0a92ed0033qoub5a7ai2hx,Tiger Mountain,Albino tiger mountain,image,Art,/media/thumbposts/thumb_art_1752769877_3976.webp,/media/posts/post_art_1752769861_7208.webp,t,f,,SOL,3,0,0,2025-06-24 00:02:59.023,2025-07-18 03:50:11.013,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/815649a4e368f769fecc217965f8d79c.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_815649a4e368f769fecc217965f8d79c.webp,,f,
cmc9ray200036qosufzqzg986,cmc0a92ed0033qoub5a7ai2hx,Zidan ,Zidan - the dog from KZ,image,Art,/media/thumbposts/thumb_art_1752769950_7110.webp,/media/posts/post_art_1752770023_1192.webp,t,f,,SOL,2,0,0,2025-06-23 23:57:34.057,2025-07-18 03:50:11.204,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/29c823bd4f1235518f49da0bda9e4509.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_29c823bd4f1235518f49da0bda9e4509.webp,,f,
cmc9k24kg0011qosueh54wf2v,cmbv53b7h0000qoe0vy4qwkap,🔧 No New Features Today — Just Cleaning My Own Mess,"Today… no updates, no shiny new buttons, no surprises.\\nI spent the whole day fixing what I gracefully broke yesterday.\\n\\nEverything should be back to normal now (hopefully).\\nMoral of the story: never trust a quiet navbar — it hides broken code.\\n\\n#FonanaDev #NoShame #JustTaste #FixingMyOwnBugs",image,Art,/media/thumbposts/thumb_art_1752770011_1528.webp,/media/posts/post_art_1752769936_9756.webp,f,f,,SOL,2,0,0,2025-06-23 20:34:45.28,2025-07-18 03:50:11.399,,,,f,
cmc9ozvu80022qosu5tcjkf6k,cmc89awfw003bqom6sivatdsb,dancing with friends,😇😇😇,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770129_9587.webp,/media/posts/post_lifestyle_1752770143_2728.webp,t,f,0.03,SOL,2,0,0,2025-06-23 22:52:58.736,2025-07-18 03:50:12.255,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/18ac0aa06099cf7838f9fe94810cce0a.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_18ac0aa06099cf7838f9fe94810cce0a.webp,,f,
cmc9p39up0028qosu62i68urw,cmc89awfw003bqom6sivatdsb,Very big labubu,labubu giant,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770146_4737.webp,/media/posts/post_lifestyle_1752770226_1419.webp,t,f,0.03,SOL,2,0,0,2025-06-23 22:55:36.865,2025-07-18 03:50:12.26,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/3d795ec0d52da1333c3062aa10751e4e.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_3d795ec0d52da1333c3062aa10751e4e.webp,,f,
cmc9p1mpb0024qosuepsp64yz,cmc89awfw003bqom6sivatdsb,Alpaca 🦙 ,🦙,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770156_5844.webp,/media/posts/post_lifestyle_1752770229_7831.webp,f,f,,SOL,3,0,0,2025-06-23 22:54:20.207,2025-07-18 03:50:12.28,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/aedf440c6d201bad3047cd53d71b3c23.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_aedf440c6d201bad3047cd53d71b3c23.webp,,f,
cmc9oxix50020qosu6ktqserd,cmc89awfw003bqom6sivatdsb,Aggressive ,🐤🔪,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770195_5527.webp,/media/posts/post_lifestyle_1752770222_8268.webp,t,f,0.04,SOL,1,0,0,2025-06-23 22:51:08.681,2025-07-18 03:50:12.304,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/f857429f5273742e24d75997422bdfe9.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_f857429f5273742e24d75997422bdfe9.webp,,f,
cmca7rxn1009eqosuyvqf5dbv,cmbvtqy84000gqowpvlo2r5tp,MG B GT 1976 Restomod,MG B: Not your grandfather's classic anymore.,image,Tech,/media/thumbposts/thumb_tech_1752770104_4591.webp,/media/posts/post_tech_1752770086_5792.webp,t,f,,SOL,4,0,0,2025-06-24 07:38:40.525,2025-07-18 03:50:12.585,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/f2b0523450836ea3eee04e6cb0819823.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_f2b0523450836ea3eee04e6cb0819823.webp,,f,
cmcajd6um00fwqosuf4i3ghpc,cmcaiegyb00cpqosu844zftfn,luxury squatting ,glam punk check,image,Art,/media/thumbposts/thumb_art_1752769941_5259.webp,/media/posts/post_art_1752769993_5891.webp,t,f,0.05,SOL,4,1,0,2025-06-24 13:03:08.014,2025-07-18 03:50:11.173,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/d8678bf34a9aad4690ce66b33ee32d7d.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_d8678bf34a9aad4690ce66b33ee32d7d.webp,,f,
cmcajsxw800goqosuuesfxa9g,cmcaiegyb00cpqosu844zftfn,Money Lisa,your best buy today,image,Art,/media/thumbposts/thumb_art_1752769957_3170.webp,/media/posts/post_art_1752770016_8049.webp,t,f,0.09,SOL,2,0,0,2025-06-24 13:15:22.904,2025-07-18 03:50:11.22,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/03484d0aedecfa5fdd90a26186169c10.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_03484d0aedecfa5fdd90a26186169c10.webp,,f,
cmca8bzir00auqosugeb3lpjq,cmc0apnf90038qoublubz4128,The First Instant Noodles: A Japanese Invention That Changed the World,"The world's first instant noodles were created in Japan in 1958 by Momofuku Ando, the founder of Nissin Foods. After witnessing widespread hunger in post-war Japan, Ando wanted to create a cheap, fast, and filling meal that anyone could prepare with just hot water. The result was Chikin Ramen — the very first packaged instant noodle.\\n\\nAt the time, it was considered a luxury. It cost more than fresh noodles, but the convenience of a hot meal in minutes quickly caught on. By the 1960s, instant noodles were becoming popular across Asia, and in 1971, Ando introduced another revolutionary idea: Cup Noodles — noodles in a disposable foam cup, where boiling water could be poured directly.\\n\\nInstant noodles soon became a global phenomenon. Their long shelf life, low cost, and simplicity made them a favorite among students, busy workers, and even astronauts — instant ramen was adapted for space travel by the Japanese space agency and Nissin.\\n\\nToday, billions of servings of instant noodles are eaten worldwide every year. And to honor this revolutionary food, there's even a Cup Noodles Museum in Japan — with locations in Osaka and Yokohama. Visitors can learn about the history of instant noodles, explore interactive exhibits, and even create their own custom Cup Noodles.\\n\\nWhat began as a simple idea in a backyard shed became a cultural and culinary icon. Momofuku Ando's invention didn't just fill stomachs — it changed how the world eats.",image,Art,/media/thumbposts/thumb_art_1752770044_4957.webp,/media/posts/post_art_1752769911_7454.webp,f,f,,SOL,4,0,0,2025-06-24 07:54:16.083,2025-07-18 03:50:11.482,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/27d7fc905195ef22395b9a29f63d1366.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_27d7fc905195ef22395b9a29f63d1366.webp,,f,
cmcag27fn00bsqosur34s351b,cmc27qyl10001qoic6jb7dax6,Need❤‍🔥,Как то так... ,image,Intimate,/media/thumbposts/thumb_intimate_1752770686_7334.webp,/media/posts/post_intimate_1752770632_1578.webp,t,f,,SOL,4,0,0,2025-06-24 11:30:36.707,2025-07-18 03:50:12.233,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/f97669d0e97b2905c84a39764004d5c6.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_f97669d0e97b2905c84a39764004d5c6.webp,,f,
cmcaiyjbn00ekqosumrqp0vsm,cmcaiegyb00cpqosu844zftfn,empire issues,Stonehange of cucumbers no less,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770139_3230.webp,/media/posts/post_lifestyle_1752770256_1964.webp,f,f,,SOL,6,0,0,2025-06-24 12:51:44.339,2025-07-18 03:50:12.258,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/33344184ceecf0389505b1437c00ced4.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_33344184ceecf0389505b1437c00ced4.webp,,f,
cmcb3xxzx001gvwbr3hg4vjuo,cmc89awfw003bqom6sivatdsb,my new labubu 🩷,new one baby✨,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770171_8086.webp,/media/posts/post_lifestyle_1752770195_8731.webp,t,f,0.04,SOL,1,0,0,2025-06-24 22:39:08.637,2025-07-18 03:50:12.296,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/0bc15852351cf5f393b04402116d6d08.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_0bc15852351cf5f393b04402116d6d08.webp,,f,
cmcb3on83000mvwbrn8b6a077,cmbzncu4a0000qon0l7102und,25 June ,"🌾 June 25 — Onuphrius the Silent\\n\\nFolk signs:\\n\\n• Fog in the morning — mushrooms will grow\\n• Dry day — good haymaking ahead\\n• Larks flying high — stable weather\\n• Bees leaving hives early — hot day coming\\n• Rain — expect a rich wheat harvest\\n\\n🌿 This day was dedicated to silence and observation — people believed: ""silence brings wisdom.""",image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770238_8474.webp,/media/posts/post_lifestyle_1752770235_2771.webp,f,f,,SOL,5,0,0,2025-06-24 22:31:54.771,2025-07-18 03:50:12.328,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/5c64a7a79248b277560677fcee879fcb.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_5c64a7a79248b277560677fcee879fcb.webp,,f,
cmcbse4od0078vwbro0tbdkw7,cmcaiegyb00cpqosu844zftfn,Can you afford reverse?,actually sign,image,Art,/media/thumbposts/thumb_art_1752769861_6050.webp,/media/posts/post_art_1752769884_6170.webp,t,f,0.09,SOL,1,0,0,2025-06-25 10:03:34.573,2025-07-18 03:50:10.967,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/02d5a0efc71af401c8007951fd4a8732.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_02d5a0efc71af401c8007951fd4a8732.webp,,f,
cmcbjynlr003mvwbr2ueie074,cmcaiegyb00cpqosu844zftfn,^ ^ files,^ ^,image,Art,/media/thumbposts/thumb_art_1752769946_4366.webp,/media/posts/post_art_1752770003_2995.webp,f,f,,SOL,4,0,0,2025-06-25 06:07:35.679,2025-07-18 03:50:11.196,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/01dc1065d634479b1e149978631bb1c2.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_01dc1065d634479b1e149978631bb1c2.webp,,f,
cmcb42ryy001mvwbr1egokj0c,cmc89awfw003bqom6sivatdsb,coffee time ☕️ ,love this,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770139_3230.webp,/media/posts/post_lifestyle_1752770256_1964.webp,f,f,,SOL,5,0,0,2025-06-24 22:42:54.106,2025-07-18 03:50:12.258,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/2ed8beb72aaf71c1fb80926ac0b7672c.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_2ed8beb72aaf71c1fb80926ac0b7672c.webp,,f,
cmcb3zcbw001ivwbracr5358p,cmc89awfw003bqom6sivatdsb,FAKE UGLY LABUBU ,😱😱😱😱,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770153_7001.webp,/media/posts/post_lifestyle_1752770156_8710.webp,t,f,0.05,SOL,1,0,0,2025-06-24 22:40:13.868,2025-07-18 03:50:12.27,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/6af541ad98c03ca2c966225b2d242cf2.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_6af541ad98c03ca2c966225b2d242cf2.webp,,f,
cmcb411r6001kvwbrvsyy9cra,cmc89awfw003bqom6sivatdsb,me in summer city ✨,❤️‍🔥,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770177_9733.webp,/media/posts/post_lifestyle_1752770121_4508.webp,t,f,0.08,SOL,1,0,0,2025-06-24 22:41:33.474,2025-07-18 03:50:12.299,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/33f7d437d6771890749edf7617113d83.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_33f7d437d6771890749edf7617113d83.webp,,f,
cmcbsb1yh0072vwbrend4o6am,cmcaiegyb00cpqosu844zftfn,Daily routine,Free for all,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770181_1353.webp,/media/posts/post_lifestyle_1752770164_7848.webp,f,f,,SOL,2,0,0,2025-06-25 10:01:11.081,2025-07-18 03:50:12.3,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/47a5a7cd1cfc0446eb5442e8b03c42ec.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_47a5a7cd1cfc0446eb5442e8b03c42ec.webp,,f,
cmcbuoj3f007avwbrlbith3p8,cmc0apnf90038qoublubz4128,"The Origin of the Word ""Hacker""","The term ""hacker"" originated in the 1960s at the Massachusetts Institute of Technology (MIT). It came from the word ""hack,"" meaning to cut roughly, and evolved into student slang for clever technical work or creative engineering solutions. At MIT, a hacker was someone who found imaginative ways to solve problems in programming and electronics. This culture of inventive thinking was later reflected in The Jargon File and in Steven Levy's book Hackers: Heroes of the Computer Revolution.\\n\\nEven earlier, in the 1920s, ""hack"" was used to describe amateur or rough work. By the 1960s, the term had become a compliment for skilled programmers who could ""hack"" a system not to damage it, but to explore and improve it.\\n\\nIn the 1970s and 1980s, the meaning of the word began to shift. Some individuals, known as ""phreakers,"" started using technical knowledge to manipulate telephone systems. As media attention grew, ""hacker"" started to be associated with computer crime. By the early 1980s, the word was widely viewed in a negative light.\\n\\nThe tech community responded by proposing distinctions based on intent: white hat hackers for ethical professionals, black hats for malicious attackers, and grey hats for those operating in between. Still, the broader public often continued to link the word ""hacker"" with illegal activity.\\n\\nToday, the word carries both meanings. In the tech world, it still refers to a curious, creative expert. In popular usage, it often implies a criminal. Despite the shift in perception, the original idea behind hacking remains—an expression of curiosity, ingenuity, and the drive to understand how things work.",image,Tech,/media/thumbposts/thumb_tech_1752770051_7557.webp,/media/posts/post_tech_1752770080_4204.webp,f,f,,SOL,5,0,0,2025-06-25 11:07:39.051,2025-07-18 03:50:12.569,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/db1766d01290fc85d666b6b70ae01417.webp,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_db1766d01290fc85d666b6b70ae01417.webp,,f,
cmcbky93v0050vwbr3c3ff47s,cmbvtqy84000gqowpvlo2r5tp, AMC Concord GT 1978 Restomod Concept,"Concord Reborn. No Rules, Just RPM",image,Tech,/media/thumbposts/thumb_tech_1752770080_6632.webp,/media/posts/post_tech_1752770111_8482.webp,f,f,,SOL,2,0,0,2025-06-25 06:35:16.507,2025-07-18 03:50:12.578,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/5d677bc0cf4ab5391773df1a81190403.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_5d677bc0cf4ab5391773df1a81190403.webp,,f,
cmcbuya0w007evwbr44ouavgm,cmc0apnf90038qoublubz4128,Flynn: The First Artificial Intelligence Enrolled in University,"In 2025, the University of Applied Arts in Vienna became the first educational institution in the world to officially enroll an artificial intelligence in a full academic program. This AI, named Flynn, was accepted into the Digital Arts department and has set a historic precedent in the world of education and technology.\\n\\nFlynn is not just a chatbot, but a complex system that combines a language model, a visual generator, and speech synthesis modules. It applied like any regular student—submitting a portfolio, passing an interview, and completing an entrance exam. Its work—digital collages and visual narratives created using AI tools—impressed the admissions committee with their originality and artistic vision.\\n\\nThe goal of the project is to explore how AI can participate in education on equal footing with human students: completing assignments, engaging in critiques, and learning theoretical concepts. Flynn is already attending classes, receiving grades, and even joining discussions with students and professors through speech synthesis and chat interface. Although overseen by academic mentors, Flynn is granted a degree of autonomy as part of the experiment.\\n\\nCampus reactions are mixed. Some view it as a bold leap into the future; others express concern over creativity, authorship, and fairness. Key questions arise: Who owns Flynn's artworks? Can it earn a diploma? What are the ethical boundaries of AI in education?\\n\\nNonetheless, Flynn's case is already a milestone—a turning point in the relationship between humans and artificial intelligence. Flynn is not just a ""student,"" but a mirror reflecting a future where the lines between technology and human culture grow increasingly blurred.",image,Tech,/media/thumbposts/thumb_tech_1752770135_6522.webp,/media/posts/post_tech_1752770139_5216.webp,f,f,,SOL,6,0,0,2025-06-25 11:15:13.856,2025-07-18 03:50:12.625,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/37671f1264509d870dff276a8b606a05.webp,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_37671f1264509d870dff276a8b606a05.webp,,f,
cmccjw1c9001lyjlen2c5a3q5,cmbzncu4a0000qon0l7102und,26 June ,"🌾 June 26 — Akulina the Buckwheat Sower\\nFolk signs:\\n\\n• Warm and dry — buckwheat will grow well\\n• Rain — poor buckwheat harvest\\n• Bumblebees buzzing — clear skies ahead\\n• Early sunrise — expect a hot day\\n• Lots of mosquitoes — rainy days coming\\n\\n🥣 On this day, people sowed buckwheat and cooked porridge — ""Akulina loves buckwheat, feeds everyone well.""",image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770171_8086.webp,/media/posts/post_lifestyle_1752770195_8731.webp,f,f,,SOL,4,0,0,2025-06-25 22:53:19.689,2025-07-18 03:50:12.296,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/c89ef53dae3ebbff3d2267064cb87098.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_c89ef53dae3ebbff3d2267064cb87098.webp,,f,
cmcdbi1kc0076yjleakvchlhb,cmcaiegyb00cpqosu844zftfn,Silent Hill IRL,pizzahead,image,Gaming,/media/thumbposts/thumb_gaming_1752770323_9986.webp,/media/posts/post_gaming_1752770308_6786.webp,t,f,0.07,SOL,1,0,0,2025-06-26 11:46:16.045,2025-07-18 03:50:11.701,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/49c7cccceb9e296c8979aaac067ad01a.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_49c7cccceb9e296c8979aaac067ad01a.webp,,f,
cmcca5p6d000byjlexrdtje23,cmc7fprv700k7qoqgva07ta39,🫰🏼🫰🏼🫰🏼,Желание завести собаку с каждым днем все больше и больше 🩷🩷🩷,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770143_2011.webp,/media/posts/post_lifestyle_1752770191_6586.webp,t,f,,SOL,4,0,0,2025-06-25 18:20:54.326,2025-07-18 03:50:12.259,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/0eb14718d27add5271f17fbe5e3994a2.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_0eb14718d27add5271f17fbe5e3994a2.webp,,f,
cmcd8nry5004iyjlezk3nfjer,cmc27qyl10001qoic6jb7dax6," ❤❤❤flowers, 🌞🏖️summer",Summer time green🌤,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770199_5106.webp,/media/posts/post_lifestyle_1752770211_2398.webp,f,f,,SOL,3,0,0,2025-06-26 10:26:44.669,2025-07-18 03:50:12.305,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/50a4fb5bff6602ee1666147665523646.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_50a4fb5bff6602ee1666147665523646.webp,,f,
cmccp7kym002oyjle2vy6kehr,cmc27qyl10001qoic6jb7dax6,Photo 📸📷💌,Magic me🔥,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770211_5516.webp,/media/posts/post_lifestyle_1752770146_4327.webp,t,f,,SOL,4,0,0,2025-06-26 01:22:16.415,2025-07-18 03:50:12.308,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/b0d8fcd9c0a4da6bdd530e83d55900cf.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_b0d8fcd9c0a4da6bdd530e83d55900cf.webp,,f,
cmcd9jqhx005cyjleph7kdjqe,cmbvtqy84000gqowpvlo2r5tp,Nobody's perfect,"In the 1983 24 Hours of Le Mans — the most demanding endurance race in the world — Porsche dominated the field by finishing 1st through 8th and also securing 10th place, all with the iconic Porsche 956.",image,Tech,/media/thumbposts/thumb_tech_1752770080_6632.webp,/media/posts/post_tech_1752770111_8482.webp,f,f,,SOL,1,0,0,2025-06-26 10:51:35.782,2025-07-18 03:50:12.578,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/c079c6f7d6937ba836a5360da96e139c.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_c079c6f7d6937ba836a5360da96e139c.webp,,f,
cmcd3ez4r003uyjleiaa2wsz3,cmc0apnf90038qoublubz4128,Nvidia is again the world's most valuable company,"In June 2025, Nvidia once again became the most valuable publicly traded company in the world, surpassing Microsoft and Apple. The company's stock rose by more than 4%, reaching a record high of $154.31, which pushed its market capitalization to $3.77 trillion. This marks the second time in a month that Nvidia has overtaken its rivals in total market value.\\n\\nAt the annual shareholders meeting, CEO Jensen Huang reaffirmed the company's strategic focus on artificial intelligence and robotics. He emphasized that the Nvidia Drive platform will be fundamental to the transition toward software-defined vehicles and highlighted the importance of this transformation in the near future.\\n\\nDespite export restrictions on H20 AI chips to China—which may cost the company around $8 billion in the second quarter—investor confidence remains strong. Huang described the export bans as a setback that, in his view, only accelerated technological advancement within China itself. In the most recent fiscal year, Nvidia generated $17.1 billion in revenue from China, accounting for 13.1% of its total and representing a 66% increase year-over-year.\\n\\nSince the beginning of 2025, Nvidia shares have gained nearly 15%. Investors continue to view the company as a key player in the development of AI, automotive electronics, and cloud computing, despite geopolitical risks and export limitations. Nvidia's leadership is reinforced not only by its innovation in chips, but also by its role in shaping the technological landscape of the future.",image,Tech,/media/thumbposts/thumb_tech_1752770146_9688.webp,/media/posts/post_tech_1752770096_3976.webp,f,f,,SOL,2,0,0,2025-06-26 07:59:55.996,2025-07-18 03:50:12.648,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/342ebd8f8ae33060249217910c90fdf0.webp,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_342ebd8f8ae33060249217910c90fdf0.webp,,f,
cmcc7phg400011z8kqe0hdpry,cmbvsuam7000fqowpr31a8hs9,S&P 500  (GLOBAL STOCKS) IS JUST 0.76% AWAY FROM HITTING  A NEW ALL-TIME HIGH!,"It's currently mirroring the 2020–2021 price action a V-shaped recovery post-COVID crash, followed by a breakout and a parabolic rally.\\n\\nIf history repeats, Bitcoin could be next!",image,Trading,/media/thumbposts/thumb_trading_1752770303_1677.webp,/media/posts/post_trading_1752770314_6707.webp,f,f,,SOL,3,0,0,2025-06-25 17:12:18.58,2025-07-18 03:50:12.796,,,,f,
cmcdllb4r000momq4a252t6qb,cmbzncu4a0000qon0l7102und,Treasures of the entrance,Jesus will save everyone. Maybe,image,Art,/media/thumbposts/thumb_art_1752769861_6050.webp,/media/posts/post_art_1752769884_6170.webp,t,f,0.07,SOL,1,0,0,2025-06-26 16:28:44.571,2025-07-18 03:50:10.967,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/551143a62ab7879664d473ff05f8ed3a.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_551143a62ab7879664d473ff05f8ed3a.webp,,f,
cmceh23s0000y10tgxgn8rxcq,cmbzncu4a0000qon0l7102und,27 June,"🌾 June 27 — Elisha the Buckwheat Sower\\nFolk signs:\\n\\n• Warm weather — buckwheat will yield a harvest\\n• Rain — buckwheat will fail\\n• Hot evening — July will be dry\\n• Spiders spinning webs — clear skies ahead\\n• Cuckoo calling — summer is not over\\n\\n🌿 Buckwheat was sown on this day, and people observed nature — as the day goes, so does the bread.",image,Art,/media/thumbposts/thumb_art_1752769964_6135.webp,/media/posts/post_art_1752769881_6870.webp,f,f,,SOL,2,0,0,2025-06-27 07:09:36.288,2025-07-18 03:50:11.239,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/ef43ed863a060db0d2ff7885b2545535.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_ef43ed863a060db0d2ff7885b2545535.webp,,f,
